,AS,# of source IP,# of Traceroutes,Type,Feature
33602,2852,541.0,125077,Not Squatted Eyeballs,Eyeballs
33603,57353,689.0,38608,Not Squatted Eyeballs,Eyeballs
33604,2381,217.0,221175,Not Squatted Eyeballs,Eyeballs
33605,49808,816.0,84360,Not Squatted Eyeballs,Eyeballs
33606,198967,1435.0,26143,Not Squatted Eyeballs,Eyeballs
33607,13030,710.0,92219,Not Squatted Eyeballs,Eyeballs
33608,18094,306.0,8679,Not Squatted Eyeballs,Eyeballs
33609,327984,102.0,9374,Not Squatted Eyeballs,Eyeballs
33610,136714,61.0,7672,Not Squatted Eyeballs,Eyeballs
33611,16117,1.0,77451,Squatted Eyeballs,Eyeballs
33612,48917,79.0,6832,Not Squatted Eyeballs,Eyeballs
33613,9422,42.0,204119,Squatted Eyeballs,Eyeballs
33614,3464,182.0,58634,Not Squatted Eyeballs,Eyeballs
33615,134540,2.0,29470,Squatted Eyeballs,Eyeballs
33616,9070,308.0,21531,Not Squatted Eyeballs,Eyeballs
33617,57910,642.0,6798,Not Squatted Eyeballs,Eyeballs
33618,49505,23.0,8712,Not Squatted Eyeballs,Eyeballs
33619,32867,310.0,65774,Not Squatted Eyeballs,Eyeballs
33620,14677,1.0,78856,Squatted Eyeballs,Eyeballs
33621,10011,196.0,20317,Not Squatted Eyeballs,Eyeballs
33622,133270,69.0,5407,Not Squatted Eyeballs,Eyeballs
33623,27717,1.0,7843,Squatted Eyeballs,Eyeballs
33624,24822,65.0,14196,Not Squatted Eyeballs,Eyeballs
33625,137633,1.0,5061,Squatted Eyeballs,Eyeballs
33626,18859,295.0,41518,Not Squatted Eyeballs,Eyeballs
33627,33132,1.0,890476,Squatted Eyeballs,Eyeballs
33628,18134,261.0,7421,Not Squatted Eyeballs,Eyeballs
33629,395437,172.0,10724,Not Squatted Eyeballs,Eyeballs
33630,6846,23.0,10631,Not Squatted Eyeballs,Eyeballs
33631,24413,11.0,7995,Not Squatted Eyeballs,Eyeballs
33632,25596,1041.0,41546,Not Squatted Eyeballs,Eyeballs
33633,35540,343.0,106219,Not Squatted Eyeballs,Eyeballs
33634,9569,315.0,6223,Not Squatted Eyeballs,Eyeballs
33635,45110,6.0,68917,Squatted Eyeballs,Eyeballs
33636,6639,405.0,71254,Not Squatted Eyeballs,Eyeballs
33637,135223,87.0,5606,Not Squatted Eyeballs,Eyeballs
33638,58971,66.0,6102,Not Squatted Eyeballs,Eyeballs
33639,30325,297.0,89513,Not Squatted Eyeballs,Eyeballs
33640,53237,321.0,41153,Not Squatted Eyeballs,Eyeballs
33641,4668,55.0,527790,Not Squatted Eyeballs,Eyeballs
33642,46293,218.0,107065,Not Squatted Eyeballs,Eyeballs
33643,7131,5.0,29346,Squatted Eyeballs,Eyeballs
33644,137,6018.0,53401,Not Squatted Eyeballs,Eyeballs
33645,7311,1.0,136522,Squatted Eyeballs,Eyeballs
33646,18187,2.0,21861,Squatted Eyeballs,Eyeballs
33647,21947,1.0,65557,Squatted Eyeballs,Eyeballs
33648,13638,286.0,25957,Not Squatted Eyeballs,Eyeballs
33649,34867,133.0,18770,Not Squatted Eyeballs,Eyeballs
33650,199634,14.0,13000,Not Squatted Eyeballs,Eyeballs
33651,25180,4.0,893662,Squatted Eyeballs,Eyeballs
33652,132547,98.0,6193,Not Squatted Eyeballs,Eyeballs
33653,14988,395.0,168547,Not Squatted Eyeballs,Eyeballs
33654,132323,99.0,6443,Not Squatted Eyeballs,Eyeballs
33655,53231,1.0,41163,Squatted Eyeballs,Eyeballs
33656,207044,95.0,40388,Not Squatted Eyeballs,Eyeballs
33657,11071,292.0,38329,Not Squatted Eyeballs,Eyeballs
33658,265561,48.0,30527,Not Squatted Eyeballs,Eyeballs
33659,1103,3133.0,580969,Not Squatted Eyeballs,Eyeballs
33660,41872,1.0,26703,Squatted Eyeballs,Eyeballs
33661,8752,19.0,16239,Not Squatted Eyeballs,Eyeballs
33662,33874,239.0,26871,Not Squatted Eyeballs,Eyeballs
33663,42666,514.0,7796,Not Squatted Eyeballs,Eyeballs
33664,559,1.0,171740,Squatted Eyeballs,Eyeballs
33665,28252,195.0,8403,Not Squatted Eyeballs,Eyeballs
33666,35506,94.0,30693,Not Squatted Eyeballs,Eyeballs
33667,53271,242.0,29225,Not Squatted Eyeballs,Eyeballs
33668,51896,256.0,22626,Not Squatted Eyeballs,Eyeballs
33669,269073,72.0,11293,Not Squatted Eyeballs,Eyeballs
33670,138272,62.0,8957,Not Squatted Eyeballs,Eyeballs
33671,2152,1.0,184147,Squatted Eyeballs,Eyeballs
33672,63526,21.0,28009,Squatted Eyeballs,Eyeballs
33673,24358,120.0,7984,Not Squatted Eyeballs,Eyeballs
33674,50549,5.0,9279,Not Squatted Eyeballs,Eyeballs
33675,262761,143.0,5315,Not Squatted Eyeballs,Eyeballs
33676,40020,274.0,35715,Not Squatted Eyeballs,Eyeballs
33677,37425,72.0,5427,Not Squatted Eyeballs,Eyeballs
33678,133248,3.0,5108,Squatted Eyeballs,Eyeballs
33679,12261,119.0,28458,Not Squatted Eyeballs,Eyeballs
33680,22051,198.0,39734,Not Squatted Eyeballs,Eyeballs
33681,395954,1.0,5852,Squatted Eyeballs,Eyeballs
33682,21725,270.0,31335,Not Squatted Eyeballs,Eyeballs
33683,132641,2.0,17040,Squatted Eyeballs,Eyeballs
33684,15305,1.0,105352,Squatted Eyeballs,Eyeballs
33685,135876,88.0,5358,Not Squatted Eyeballs,Eyeballs
33686,46844,2.0,8312,Squatted Eyeballs,Eyeballs
33687,133752,58.0,57086,Squatted Eyeballs,Eyeballs
33688,136902,76.0,5489,Not Squatted Eyeballs,Eyeballs
33689,33796,1016.0,15951,Not Squatted Eyeballs,Eyeballs
33690,18399,7.0,16783,Squatted Eyeballs,Eyeballs
33691,48166,1.0,19087,Squatted Eyeballs,Eyeballs
33692,1916,989.0,30916,Not Squatted Eyeballs,Eyeballs
33693,9142,176.0,5278,Not Squatted Eyeballs,Eyeballs
33694,33548,2.0,70765,Squatted Eyeballs,Eyeballs
33695,22750,94.0,16387,Not Squatted Eyeballs,Eyeballs
33696,577,32.0,13628537,Squatted lenPref,lenPref
33697,8151,205.0,13798390,Squatted lenPref,lenPref
33698,47331,15.0,2889205,Squatted lenPref,lenPref
33699,3269,15.0,4216101,Squatted lenPref,lenPref
33700,7545,32.0,9195342,Squatted lenPref,lenPref
33701,4538,21.0,178623,Squatted lenPref,lenPref
33702,16509,107.0,9029410,Squatted lenPref,lenPref
33703,11492,12.0,1796548,Squatted lenPref,lenPref
33704,7738,13.0,951718,Squatted lenPref,lenPref
33705,7155,3.0,497286,Squatted lenPref,lenPref
33706,22773,101.0,29812846,Squatted lenPref,lenPref
33707,9808,542.0,893004,Squatted lenPref,lenPref
33708,45899,36.0,2137754,Squatted lenPref,lenPref
33709,6147,206.0,2858738,Squatted lenPref,lenPref
33710,7552,48.0,686568,Squatted lenPref,lenPref
33711,39891,2.0,311604,Squatted lenPref,lenPref
33712,10620,7.0,3049582,Squatted lenPref,lenPref
33713,6327,11.0,7767829,Squatted lenPref,lenPref
33714,16397,279.0,234166,Not Squatted lenPref,lenPref
33715,28573,13.0,7356609,Squatted lenPref,lenPref
33716,174,14.0,5920393,Squatted lenPref,lenPref
33717,12389,1.0,1071443,Squatted lenPref,lenPref
33718,4766,12.0,3171940,Squatted lenPref,lenPref
33719,209,123.0,20087554,Squatted lenPref,lenPref
33720,11830,17.0,1342921,Squatted lenPref,lenPref
33721,30036,13.0,3480834,Squatted lenPref,lenPref
33722,9498,98.0,1762566,Squatted lenPref,lenPref
33723,26615,1.0,541636,Squatted lenPref,lenPref
33724,9009,21.0,163247,Squatted lenPref,lenPref
33725,5384,30.0,5257262,Squatted lenPref,lenPref
33726,5650,63.0,9591977,Squatted lenPref,lenPref
33727,34984,82.0,2352224,Squatted lenPref,lenPref
33728,20115,1776.0,25707242,Squatted lenPref,lenPref
33729,3216,1841.0,580209,Not Squatted lenPref,lenPref
33730,4755,84.0,2701022,Squatted lenPref,lenPref
33731,45090,21.0,26727,Squatted lenPref,lenPref
33732,18566,4.0,46368,Squatted lenPref,lenPref
33733,23969,18.0,557106,Squatted lenPref,lenPref
33734,9829,76.0,1335534,Squatted lenPref,lenPref
33735,37457,8.0,1062399,Squatted lenPref,lenPref
33736,6079,13.0,3088568,Squatted lenPref,lenPref
33737,7018,461.0,82489488,Squatted lenPref,lenPref
33738,24560,45.0,5994599,Squatted lenPref,lenPref
33739,9583,12.0,257455,Squatted lenPref,lenPref
33740,18403,13.0,1079275,Squatted lenPref,lenPref
33741,52468,73.0,308378,Squatted lenPref,lenPref
33742,13999,13.0,1791629,Squatted lenPref,lenPref
33743,13188,1307.0,66829,Not Squatted lenPref,lenPref
33744,45609,203.0,2704272,Squatted lenPref,lenPref
33745,24863,4.0,126201,Squatted lenPref,lenPref
33746,7303,20.0,683358,Squatted lenPref,lenPref
33747,58224,515.0,90744,Squatted lenPref,lenPref
33748,3356,36.0,9353787,Squatted lenPref,lenPref
33749,56041,126.0,243499,Squatted lenPref,lenPref
33750,25019,26.0,1634826,Squatted lenPref,lenPref
33751,6503,9.0,1157581,Squatted lenPref,lenPref
33752,3209,22.0,6195111,Squatted lenPref,lenPref
33753,4181,6.0,1853009,Squatted lenPref,lenPref
33754,7713,816.0,4024846,Squatted lenPref,lenPref
33755,61317,628.0,11506,Not Squatted lenPref,lenPref
33756,8452,66.0,1074354,Squatted lenPref,lenPref
33757,24955,294.0,56218,Not Squatted lenPref,lenPref
33758,20057,10.0,2273672,Squatted lenPref,lenPref
33759,6849,1461.0,73004,Not Squatted lenPref,lenPref
33760,2516,29.0,7275693,Squatted lenPref,lenPref
33761,8402,1.0,361559,Squatted lenPref,lenPref
33762,24835,14.0,208746,Squatted lenPref,lenPref
33763,4808,344.0,2999050,Squatted lenPref,lenPref
33764,19429,6.0,1529443,Squatted lenPref,lenPref
33765,3816,7.0,1092085,Squatted lenPref,lenPref
33766,3549,79.0,8026528,Squatted lenPref,lenPref
33767,17488,35.0,1330662,Squatted lenPref,lenPref
33768,36992,12.0,130744,Squatted lenPref,lenPref
33769,8376,5142.0,285581,Not Squatted lenPref,lenPref
33770,56047,17.0,49439,Squatted lenPref,lenPref
33771,23106,568.0,76315,Not Squatted lenPref,lenPref
33772,701,207.0,38894658,Squatted lenPref,lenPref
33773,6389,1456.0,647001,Not Squatted lenPref,lenPref
33774,9198,2.0,431991,Squatted lenPref,lenPref
33775,21299,715.0,78371,Not Squatted lenPref,lenPref
33776,135887,1.0,1050731,Squatted lenPref,lenPref
33777,8551,11.0,1903660,Squatted lenPref,lenPref
33778,11776,6.0,1044306,Squatted lenPref,lenPref
33779,7029,30.0,4904551,Squatted lenPref,lenPref
33780,11664,5.0,252385,Squatted lenPref,lenPref
33781,11172,8.0,2494472,Squatted lenPref,lenPref
33782,36903,20334.0,375019,Not Squatted lenPref,lenPref
33783,8103,1.0,1986593,Squatted lenPref,lenPref
33784,855,8.0,1112065,Squatted lenPref,lenPref
33785,262197,1.0,481888,Squatted lenPref,lenPref
33786,385,104.0,14801,Squatted lenPref,lenPref
33787,9924,1.0,244839,Squatted lenPref,lenPref
33788,36351,9.0,500311,Squatted lenPref,lenPref
33789,13335,1.0,15046,Squatted lenPref,lenPref
33790,4837,12539.0,4148572,Squatted lenPref,lenPref
33791,13977,2.0,396472,Squatted lenPref,lenPref
33792,45820,34.0,533292,Squatted lenPref,lenPref
33793,18101,6.0,36860,Squatted lenPref,lenPref
33794,18881,21.0,1141489,Squatted lenPref,lenPref
33795,9605,5863.0,898053,Not Squatted lenPref,lenPref
33796,3215,46.0,9767432,Squatted lenPref,lenPref
33797,3786,12.0,1139900,Squatted lenPref,lenPref
33798,28202,2305.0,19475,Not Squatted lenPref,lenPref
33799,12849,2.0,942728,Squatted lenPref,lenPref
33800,45271,23.0,161016,Squatted lenPref,lenPref
33801,55410,19.0,406999,Squatted lenPref,lenPref
33802,49505,23.0,8712,Not Squatted lenPref,lenPref
33803,10507,144.0,8322,Not Squatted lenPref,lenPref
33804,4134,1337.0,8389004,Squatted lenPref,lenPref
33805,132203,76.0,1644508,Squatted lenPref,lenPref
33806,21859,5.0,43851,Squatted lenPref,lenPref
33807,50710,36.0,67817,Squatted lenPref,lenPref
33808,40676,3.0,5882,Squatted lenPref,lenPref
33809,27064,4.0,142944,Squatted lenPref,lenPref
33810,17676,18.0,6930065,Squatted lenPref,lenPref
33811,12083,12.0,3728476,Squatted lenPref,lenPref
33812,3741,9.0,1651863,Squatted lenPref,lenPref
33813,4780,2.0,103922,Squatted lenPref,lenPref
33814,22394,70.0,3156906,Squatted lenPref,lenPref
33815,26599,17870.0,533186,Not Squatted lenPref,lenPref
33816,45528,3.0,196553,Squatted lenPref,lenPref
33817,17623,294.0,204211,Squatted lenPref,lenPref
33818,35807,1073.0,98330,Not Squatted lenPref,lenPref
33819,35913,4.0,24404,Squatted lenPref,lenPref
33820,20746,126.0,73860,Not Squatted lenPref,lenPref
33821,8100,1.0,24502,Squatted lenPref,lenPref
33822,6830,32.0,15475998,Squatted lenPref,lenPref
33823,35908,1.0,6921,Squatted lenPref,lenPref
33824,9919,669.0,512636,Not Squatted lenPref,lenPref
33825,50673,1780.0,62160,Not Squatted lenPref,lenPref
33826,3257,21.0,2367785,Squatted lenPref,lenPref
33827,6471,9.0,657988,Squatted lenPref,lenPref
33828,22884,37.0,1051143,Squatted lenPref,lenPref
33829,13490,2200.0,387312,Not Squatted lenPref,lenPref
33830,29571,1.0,133419,Squatted lenPref,lenPref
33831,13649,2.0,1346422,Squatted lenPref,lenPref
33832,3462,30.0,4522465,Squatted lenPref,lenPref
33833,31148,418.0,33652,Not Squatted lenPref,lenPref
33834,15169,133.0,15149810,Squatted lenPref,lenPref
33835,8866,4708.0,558142,Not Squatted lenPref,lenPref
33836,8386,1.0,368153,Squatted lenPref,lenPref
33837,140061,1.0,9987,Squatted lenPref,lenPref
33838,812,1071.0,15404231,Squatted lenPref,lenPref
33839,852,6.0,10989322,Squatted lenPref,lenPref
33840,17841,1.0,16649,Squatted lenPref,lenPref
33841,20473,11.0,26367,Squatted lenPref,lenPref
33842,4847,134.0,2104396,Squatted lenPref,lenPref
33843,10796,44.0,16157847,Squatted lenPref,lenPref
33844,132165,7.0,30575,Squatted lenPref,lenPref
33845,2386,10.0,3313740,Squatted lenPref,lenPref
33846,14061,19.0,33850,Squatted lenPref,lenPref
33847,17439,7.0,61410,Squatted lenPref,lenPref
33848,7470,7.0,568842,Squatted lenPref,lenPref
33849,2907,1.0,190414,Squatted lenPref,lenPref
33850,14117,10.0,169229,Squatted lenPref,lenPref
33851,27738,6405.0,135543,Not Squatted lenPref,lenPref
33852,8764,7.0,856858,Squatted lenPref,lenPref
33853,28006,3.0,351575,Squatted lenPref,lenPref
33854,9116,6.0,1312468,Squatted lenPref,lenPref
33855,26496,12.0,5451,Not Squatted lenPref,lenPref
33856,7497,8.0,59641,Squatted lenPref,lenPref
33857,31898,10.0,39761,Squatted lenPref,lenPref
33858,4628,109.0,167637,Not Squatted lenPref,lenPref
33859,27773,1.0,171798,Squatted lenPref,lenPref
33860,3561,2.0,1275026,Squatted lenPref,lenPref
33861,9318,14.0,2381741,Squatted lenPref,lenPref
33862,17638,26.0,326986,Squatted lenPref,lenPref
33863,4771,85.0,1527266,Squatted lenPref,lenPref
33864,9541,11.0,183723,Squatted lenPref,lenPref
33865,51964,11.0,1083823,Squatted lenPref,lenPref
33866,30988,80.0,8377,Not Squatted lenPref,lenPref
33867,4804,16.0,4291783,Squatted lenPref,lenPref
33868,6057,4.0,372604,Squatted lenPref,lenPref
33869,22085,3529.0,81258,Not Squatted lenPref,lenPref
33870,21826,3978.0,28182,Not Squatted lenPref,lenPref
33871,56046,7.0,56985,Squatted lenPref,lenPref
33872,1239,2.0,1102921,Squatted lenPref,lenPref
33873,17557,42.0,282179,Squatted lenPref,lenPref
33874,23650,2.0,79819,Squatted lenPref,lenPref
33875,9658,4.0,196535,Squatted lenPref,lenPref
33876,62904,450.0,24296,Not Squatted lenPref,lenPref
33877,6713,2.0,128193,Squatted lenPref,lenPref
33878,12252,11.0,947078,Squatted lenPref,lenPref
33879,50010,2377.0,199447,Not Squatted lenPref,lenPref
33880,61568,200.0,10383,Not Squatted lenPref,lenPref
33881,38266,50.0,551473,Squatted lenPref,lenPref
33882,7011,407.0,30607,Not Squatted lenPref,lenPref
33883,7474,8.0,923786,Squatted lenPref,lenPref
33884,13768,1.0,77416,Squatted lenPref,lenPref
33885,45102,270.0,92274,Squatted lenPref,lenPref
33886,52228,10.0,870332,Squatted lenPref,lenPref
33887,4764,2.0,1900360,Squatted lenPref,lenPref
33888,12735,83.0,331219,Squatted lenPref,lenPref
33889,4761,46.0,246756,Squatted lenPref,lenPref
33890,56040,122.0,1030865,Squatted lenPref,lenPref
33891,18207,9.0,251230,Squatted lenPref,lenPref
33892,23724,15.0,405583,Squatted lenPref,lenPref
33893,17621,1101.0,2172657,Squatted lenPref,lenPref
33894,36935,2380.0,61624,Not Squatted lenPref,lenPref
33895,21565,1305.0,141644,Not Squatted lenPref,lenPref
33896,6167,30.0,1615773,Squatted lenPref,lenPref
33897,131596,2.0,32395,Squatted lenPref,lenPref
33898,4637,9.0,596393,Squatted lenPref,lenPref
33899,15399,3.0,156559,Squatted lenPref,lenPref
33900,3352,31.0,8049760,Squatted lenPref,lenPref
33901,37342,1640.0,33998,Not Squatted lenPref,lenPref
33902,29119,3.0,77274,Squatted lenPref,lenPref
33903,12552,2.0,793202,Squatted lenPref,lenPref
33904,133612,2.0,745721,Squatted lenPref,lenPref
33905,10036,4413.0,53703,Not Squatted lenPref,lenPref
33906,131090,18.0,130859,Squatted lenPref,lenPref
33907,8881,5.0,2654641,Squatted lenPref,lenPref
33908,18809,1.0,639486,Squatted lenPref,lenPref
33909,45194,4.0,152761,Squatted lenPref,lenPref
33910,10143,3.0,1042735,Squatted lenPref,lenPref
33911,45769,5.0,310933,Squatted lenPref,lenPref
33912,29802,136.0,17984,Not Squatted lenPref,lenPref
33913,23473,1157.0,111327,Not Squatted lenPref,lenPref
33914,33363,106.0,10783905,Squatted lenPref,lenPref
33915,9155,3.0,109030,Squatted lenPref,lenPref
33916,3320,40.0,15354479,Squatted lenPref,lenPref
33917,14618,15.0,4431898,Squatted lenPref,lenPref
33918,137443,1.0,39099,Squatted lenPref,lenPref
33919,28509,2.0,318663,Squatted lenPref,lenPref
33920,22646,2.0,332454,Squatted lenPref,lenPref
33921,23889,1.0,296972,Squatted lenPref,lenPref
33922,7922,583.0,169673248,Squatted lenPref,lenPref
33923,37963,753.0,31132,Squatted lenPref,lenPref
33924,17451,103.0,443767,Squatted lenPref,lenPref
33925,4800,11.0,122412,Squatted lenPref,lenPref
33926,19108,12.0,3911484,Squatted lenPref,lenPref
33927,4750,8.0,445400,Squatted lenPref,lenPref
33928,9304,10.0,1391100,Squatted lenPref,lenPref
33929,9121,38.0,2286479,Squatted lenPref,lenPref
33930,4739,3.0,433282,Squatted lenPref,lenPref
33931,28118,4.0,155923,Squatted lenPref,lenPref
33932,35141,959.0,100472,Not Squatted lenPref,lenPref
33933,8048,9.0,179824,Squatted lenPref,lenPref
33934,46844,2.0,8312,Squatted lenPref,lenPref
33935,47524,75036.0,752643,Not Squatted lenPref,lenPref
33936,9299,115.0,3559008,Squatted lenPref,lenPref
33937,42337,1.0,33006,Squatted lenPref,lenPref
33938,45458,8.0,441475,Squatted lenPref,lenPref
33939,60781,242.0,15095,Not Squatted lenPref,lenPref
33940,6621,2.0,448818,Squatted lenPref,lenPref
33941,4812,346.0,7291856,Squatted lenPref,lenPref
33942,48161,3313.0,41220,Not Squatted lenPref,lenPref
33943,10753,4.0,2478888,Squatted lenPref,lenPref
33944,7459,4.0,983950,Squatted lenPref,lenPref
33945,46562,1.0,67964,Squatted lenPref,lenPref
33946,46887,6.0,2297780,Squatted lenPref,lenPref
33947,22047,4.0,1224101,Squatted lenPref,lenPref
33948,9931,2.0,154914,Squatted lenPref,lenPref
33949,17762,12.0,348011,Squatted lenPref,lenPref
33950,63949,21.0,15701,Squatted lenPref,lenPref
33951,38623,10.0,46290,Squatted lenPref,lenPref
33952,35819,5.0,751476,Squatted lenPref,lenPref
33953,132199,26.0,1359331,Squatted lenPref,lenPref
33954,40285,1.0,158438,Squatted lenPref,lenPref
33955,54994,3.0,88650,Squatted lenPref,lenPref
33956,4788,35.0,5462194,Squatted lenPref,lenPref
33957,43766,7.0,273659,Squatted lenPref,lenPref
33958,4621,1.0,7124,Squatted lenPref,lenPref
33959,3303,3.0,3815103,Squatted lenPref,lenPref
33960,4787,11.0,84592,Squatted lenPref,lenPref
33961,134773,116.0,1002396,Squatted lenPref,lenPref
33962,3329,53168.0,399820,Not Squatted lenPref,lenPref
33963,15897,1.0,97045,Squatted lenPref,lenPref
33964,24444,42.0,153183,Squatted lenPref,lenPref
33965,33491,74.0,222424,Not Squatted lenPref,lenPref
33966,1221,156.0,15304744,Squatted lenPref,lenPref
33967,9340,1.0,15457,Squatted lenPref,lenPref
33968,17853,758.0,39087,Not Squatted lenPref,lenPref
33969,4657,7.0,665693,Squatted lenPref,lenPref
33970,4618,4.0,80907,Squatted lenPref,lenPref
33971,63199,1.0,185982,Squatted lenPref,lenPref
33972,21050,3.0,233452,Squatted lenPref,lenPref
33973,7575,3.0,605799,Squatted lenPref,lenPref
33974,17072,17.0,4259312,Squatted lenPref,lenPref
33975,134772,41.0,343906,Squatted lenPref,lenPref
33976,27843,10.0,176910,Squatted lenPref,lenPref
33977,4760,12.0,1359804,Squatted lenPref,lenPref
33978,17639,15.0,1743470,Squatted lenPref,lenPref
33979,15547,604.0,68166,Not Squatted lenPref,lenPref
33980,22561,1282.0,309349,Not Squatted lenPref,lenPref
33981,11976,1.0,173772,Squatted lenPref,lenPref
33982,27775,4.0,57933,Squatted lenPref,lenPref
33983,17184,565.0,84475,Not Squatted lenPref,lenPref
33984,45903,6.0,283175,Squatted lenPref,lenPref
33985,395965,555.0,245745,Not Squatted lenPref,lenPref
33986,30844,19.0,173285,Squatted lenPref,lenPref
33987,9845,1002.0,5963,Not Squatted lenPref,lenPref
33988,18229,100.0,435335,Squatted lenPref,lenPref
33989,44244,3.0,35911,Squatted lenPref,lenPref
33990,48832,2.0,192225,Squatted lenPref,lenPref
33991,3301,6.0,5465194,Squatted lenPref,lenPref
33992,8167,6.0,473786,Squatted lenPref,lenPref
33993,15774,297.0,45631,Not Squatted lenPref,lenPref
33994,199524,1.0,12987,Squatted lenPref,lenPref
33995,18747,10.0,224730,Squatted lenPref,lenPref
33996,13124,1747.0,109716,Not Squatted lenPref,lenPref
33997,1136,5.0,6286807,Squatted lenPref,lenPref
33998,2764,1610.0,867629,Not Squatted lenPref,lenPref
33999,52251,411.0,6449,Not Squatted lenPref,lenPref
34000,17917,1.0,107924,Squatted lenPref,lenPref
34001,6697,2.0,333717,Squatted lenPref,lenPref
34002,133481,17.0,1298488,Squatted lenPref,lenPref
34003,23563,942.0,12529,Not Squatted lenPref,lenPref
34004,2018,451.0,55069,Not Squatted lenPref,lenPref
34005,24086,1206.0,7524,Not Squatted lenPref,lenPref
34006,5089,17.0,10368540,Squatted lenPref,lenPref
34007,9381,11.0,1463260,Squatted lenPref,lenPref
34008,21502,3873.0,567508,Not Squatted lenPref,lenPref
34009,8220,16.0,3000044,Squatted lenPref,lenPref
34010,29076,43.0,8617,Not Squatted lenPref,lenPref
34011,8437,4.0,169180,Squatted lenPref,lenPref
34012,15502,2.0,595135,Squatted lenPref,lenPref
34013,17465,421.0,228428,Squatted lenPref,lenPref
34014,38841,2397.0,46392,Not Squatted lenPref,lenPref
34015,23410,83.0,49658,Not Squatted lenPref,lenPref
34016,23089,4.0,558265,Squatted lenPref,lenPref
34017,13213,3.0,11163,Squatted lenPref,lenPref
34018,3255,297.0,20418,Not Squatted lenPref,lenPref
34019,38264,12.0,27045,Squatted lenPref,lenPref
34020,15924,2.0,366146,Squatted lenPref,lenPref
34021,23201,1.0,149403,Squatted lenPref,lenPref
34022,4795,5.0,78251,Squatted lenPref,lenPref
34023,10013,1306.0,84961,Squatted lenPref,lenPref
34024,136200,23.0,437490,Squatted lenPref,lenPref
34025,7015,34.0,86967,Not Squatted lenPref,lenPref
34026,27983,2425.0,13477,Not Squatted lenPref,lenPref
34027,5056,2.0,400248,Squatted lenPref,lenPref
34028,34296,24348.0,96285,Not Squatted lenPref,lenPref
34029,9676,368.0,6622,Not Squatted lenPref,lenPref
34030,21433,17.0,314716,Squatted lenPref,lenPref
34031,29465,4.0,255970,Squatted lenPref,lenPref
34032,262186,12.0,68433,Squatted lenPref,lenPref
34033,17622,310.0,283501,Squatted lenPref,lenPref
34034,23674,8.0,132881,Squatted lenPref,lenPref
34035,32787,1.0,140720,Squatted lenPref,lenPref
34036,376,330.0,333543,Not Squatted lenPref,lenPref
34037,719,7.0,2823764,Squatted lenPref,lenPref
34038,3758,13.0,2072295,Squatted lenPref,lenPref
34039,38370,2.0,10783,Squatted lenPref,lenPref
34040,4809,39.0,2262884,Squatted lenPref,lenPref
34041,7046,3.0,830417,Squatted lenPref,lenPref
34042,31549,8345.0,32350,Not Squatted lenPref,lenPref
34043,1680,10.0,1984228,Squatted lenPref,lenPref
34044,136958,10.0,22016,Not Squatted lenPref,lenPref
34045,4515,30.0,1464443,Squatted lenPref,lenPref
34046,56048,75.0,630836,Squatted lenPref,lenPref
34047,36692,21.0,2237133,Squatted lenPref,lenPref
34048,11139,523.0,30043,Not Squatted lenPref,lenPref
34049,5769,8.0,5186650,Squatted lenPref,lenPref
34050,45916,255.0,182687,Squatted lenPref,lenPref
34051,131293,1.0,71789,Squatted lenPref,lenPref
34052,22724,6.0,179079,Squatted lenPref,lenPref
34053,10029,6.0,158798,Squatted lenPref,lenPref
34054,20978,2.0,37005,Squatted lenPref,lenPref
34055,7725,31.0,143682,Not Squatted lenPref,lenPref
34056,4058,6.0,607224,Squatted lenPref,lenPref
34057,680,1.0,286106,Squatted lenPref,lenPref
34058,36947,6750.0,183448,Not Squatted lenPref,lenPref
34059,29580,1591.0,152460,Not Squatted lenPref,lenPref
34060,22368,1373.0,14582,Not Squatted lenPref,lenPref
34061,24757,3.0,190138,Squatted lenPref,lenPref
34062,22284,12.0,413485,Squatted lenPref,lenPref
34063,11272,4.0,411197,Squatted lenPref,lenPref
34064,7296,1.0,13468,Squatted lenPref,lenPref
34065,31126,2.0,19021,Squatted lenPref,lenPref
34066,29256,1.0,40604,Squatted lenPref,lenPref
34067,6407,1.0,186889,Squatted lenPref,lenPref
34068,38019,11.0,69988,Squatted lenPref,lenPref
34069,14813,1.0,125875,Squatted lenPref,lenPref
34070,9341,59.0,138927,Squatted lenPref,lenPref
34071,204170,1.0,59765,Squatted lenPref,lenPref
34072,2856,34.0,19689954,Squatted lenPref,lenPref
34073,9908,2663.0,113359,Not Squatted lenPref,lenPref
34074,2914,6.0,302359,Squatted lenPref,lenPref
34075,37693,2470.0,85642,Not Squatted lenPref,lenPref
34076,4775,19.0,701464,Squatted lenPref,lenPref
34077,7896,316.0,6876,Not Squatted lenPref,lenPref
34078,14265,2.0,1441553,Squatted lenPref,lenPref
34079,5713,6.0,569370,Squatted lenPref,lenPref
34080,2665,1.0,808996,Squatted lenPref,lenPref
34081,54004,63.0,57013,Not Squatted lenPref,lenPref
34082,17995,13.0,51253,Squatted lenPref,lenPref
34083,12772,110.0,26170,Not Squatted lenPref,lenPref
34084,14638,3629.0,941814,Not Squatted lenPref,lenPref
34085,1273,4.0,610118,Squatted lenPref,lenPref
34086,58640,12.0,39054,Squatted lenPref,lenPref
34087,21127,1.0,40537,Squatted lenPref,lenPref
